"aspect","aspect_keyword","aspect_sentiment","confidence_score","flag","id","polarity","response_confidence_score","review_text","reviewer_id","reviewer_name","sentiment_keyword","source_name","source_review_id","star_rating","response"
"[deals-offers, packaging, price, vfm]","[discount, pack, mrp, price, price]","[]","-0.791111111111","1","112714","neutral","100.0","Each pack (200g) MRP is Rs.100/- . So in total for 12 pack Rs. 1200/-(2.4kg). Then how come they are mentioning it is having total MRP Rs. 1440/- and giving it on discount price of Rs. 1104/-. So simply showing hiked price and making customer fool????","amzn1.account.AFTIXCVF3XL2FFNI4IENQD2P22WQ","Amazon Customer","[[fool]]","Amazon India","R10ZLYYYKFV03U","1.0","Dear Amazon Customer, for any queries and facts regarding your dog/cat please refer to the FAQs on our officil site https://www.pedigree.com/faqs. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","60.3966666667","0","108828","positive","98.0","Excellent.. Delivered as expected... Satisfied with the product..","amzn1.account.AEB7OUOMDFO567D355OAYO6N2OGA","Nikhil","[[satisfied, as expected]]","Amazon India","R110GBHDVX70ND","4.0 out of 5 stars","Dear Nikhil,Thanks, we appreciate your feedback. "
"[packaging]","[packet]","[]","9.6225","0","109496","positive","96.0","My Tomcat likes it so much that I give him as a snack everyday. It's got less odour, comes handy when the cat is hungry for some snack. The packet is enough for about a month of snacks, twice daily. I've ordered it every month since past six months.","amzn1.account.AGHQSYSJ67E4TQ6E7G5NUCXXZUUA","Sak","[[likes, less, handy, enough]]","Amazon India","R1113C8RDBRSD3","5.0 out of 5 stars","Dear Sak, We at pedigree are happy to know how pedigree was preferred by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[customer-care, packaging]","[order, packaging]","[]","99.46","0","109291","positive","100.0","My Friend's Cat loved it, they just enjoy while having their food, Have order this my Friend for 2 times & he was happy about the packaging","amzn1.account.AFQXU7NUF7NLYNAOBUFX7WOPTCWA","Amazon Customer","[[loved, enjoy, happy, happy about]]","Amazon India","R111NMCH34M419","4.0 out of 5 stars","Dear Amazon Customer, We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","86.19","0","113194","positive","98.0","my kittens loves WHISKAS","amzn1.account.AEY6PDMA5ZDHT7NMAUH5O3NKUX4Q","kafil","[[loves]]","Amazon India","R11269Y9T7MQGF","5.0","Dear kafil,Thanks, we appreciate your feedback. "
"[]","[]","[]","28.73","0","106549","positive","98.0","My cat loves this food a lot. As the food is dry..cat needs more water","amzn1.account.AFU4ULEG3SQ6IANT6CLEQJOGEMYA","luna","[[loves]]","Amazon India","R112GDY0KQ42WL","5.0 out of 5 stars","Dear luna,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","15.49","0","109073","positive","96.0","This is a great product.  The dongle can be used with any other Logitect mouse also. I use one mouse at home and one in office.  They two are different.  But one dongle work for both.","amzn1.account.AGQKGOXHQIA4SAJHT3HOOQNK5EOQ","Amazon Customer","[[great, work, a great]]","Amazon India","R1139SYQ870L3E","5.0 out of 5 stars","Dear Amazon Customer, thanks for your valuable feedback. We are happy that the product could reach your expectations."
"[]","[]","[]","44.245","0","107062","positive","98.0","good","amzn1.account.AHMT4MGXRUUVTB5BHOPFYOMRLLAQ","Amazon Customer","[]","Amazon India","R114AIL18ICUPZ","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[service, service]","[state]","[[received]]","87.42","0","107578","positive","100.0","Received in this state.","amzn1.account.AF2ZE764MAI2J3QCYPTRU57FIDHQ","Kartick Pai","[[received]]","Amazon India","R1160BSPXTB4NF","2.0","Dear Kartick Pai, We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[etailers, food-condition, packaging, product-overall, smell]","[amazon, store, hard, packaging, cover, bag, product, puppy, smell]","[]","-1.04555555556","0","110422","negative","100.0","Product is good. My lab puppy loves this quite a lot. Pour the gravy on any food that he's reluctant  to eat, and the smell itself makes him hungry. He leaves his bowl spotless. :)I've a complaint regarding its internal packaging (not the outer Amazon packaging). Previously, the pouches came packed in a hard cover carton, but this time, individual pouches were stuffed in a mesh bag. Moreover, the pouches were sticky from outside, as if they had been kept with other greasy stuff. It was quite gross. We had to wash each pouch clean before we could even store them.","amzn1.account.AE4PMDF7TXGYUV25M5A2OX22BWKQ","Vaibhav Lonkar","[[good, loves, reluctant, smell, spotless, complaint, hard, sticky, greasy, gross, clean]]","Amazon India","R118VG3NBTQ7S4","3.0 out of 5 stars","Dear Vaibhav Lonkar, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[effect-on-stomach, product-overall]","[stomach, dog]","[]","0.0","0","106017","negative","100.0","my dog got stomach infection after eating this","amzn1.account.AGK36YDQYBE7U2WP4R6MJWYS3IEQ","Amazon Customer","[[infection]]","Amazon India","R119E45IM3RYO8","1.0 out of 5 stars","Dear Amazon Customer, Glad to hear your wonderful experience with pedigree, do keep writing to us with more such awesome experiences! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","97.15","0","114289","positive","98.0","Well my cats Love it","amzn1.account.AGUQC4YWTD24Z72EUKGBUMXBK5EQ","Amazon Customer","[[well, love]]","Amazon India","R11ABYCVOYJZ80","5.0","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","0.0","0","106602","negative","98.0","My cats are addicted to this.","amzn1.account.AHU6LKWH373BIW75ZUZBEGMJUYYQ","Adithya Chandrasekaran","[[addicted]]","Amazon India","R11BAHJMCMUTZB","5.0 out of 5 stars","Dear Adithya Chandrasekaran,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","88.29","0","109395","positive","100.0","great product but buy it offline.","amzn1.account.AGLQVJ3C7SLEL6GHEU7RYTLEBB6A","nishant","[[great]]","Amazon India","R11BRWTGF7C15W","1.0 out of 5 stars","Dear nishant, Cheerful to realize that the item could live upto the your desires! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[delivery, packaging, product-overall, vfm, product-overall]","[delivery, pack, packing, puppy, buying]","[[recommend, 3 stars]]","27.472","0","106809","positive","100.0","Being a first time parent to a pupper, Made a mistake buying a 10kg pack... I would recommend please try with small packs for at least 2 to 3 weeks and only go for a big pack if your puppy likes it. I tried giving it to my friend's puppy but it also seem to not like it... The packing was good, delivery was great, giving 3 stars just coz it has been completely wasted... And none of the puppies or dogs I offered it to seemed to like it...","amzn1.account.AGOB34ZYGXCN4JFEZW3DNCOLH3EQ","PankajHD","[[mistake, recommend, big, likes, like, good, great, wasted, was good, was great]]","Amazon India","R11C1ULM38CDVO","3.0 out of 5 stars","Dear PankajHD, We at pedigree are cheerful to realize that the nourishment was loved by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","16.2","0","110543","positive","96.0","My pom and rott love it..mix half a pouch in any food and the bowl is empty in less than 30 secs","amzn1.account.AHWGO2Q2LUXXIVFCW3B3JJCABOTA","Ankit","[[love, less]]","Amazon India","R11DOD2SN90G3N","5.0 out of 5 stars","Dear Ankit,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","110685","positive","98.0","good","amzn1.account.AEBD6SJEPW2ZQCRYWNWADJAVKS2Q","Amazon Customer","[]","Amazon India","R11DPCGM3W0BOA","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","43.71","0","110429","positive","100.0","nice product","amzn1.account.AGERXFSZ6DTNXZBMQEMKLID3KFBQ","NKKURAIEN","[[nice]]","Amazon India","R11DQ7CT682BV3","5.0 out of 5 stars","Dear NKKURAIEN, We're upbeat that you and your dog are satisfied using the product! Appreciate you writing back to us! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[packaging]","[pack]","[]","95.45","0","110710","positive","100.0","Good one, though you could increase the numbers to 30 for a monthly pack!","amzn1.account.AGCD7LO7PI4IMO6FP2U5H4RJBY2A","Amazon Customer","[[good]]","Amazon India","R11E78M1PLVVLT","4.0","Dear Amazon Customer, We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[packaging, packaging, product-condition-damaged]","[packet]","[[open], [damaged]]","-78.68","0","109354","negative","100.0","It was damaged. Packet was open with small hole.","amzn1.account.AHZUVTYZHWO5P6O2Y37TKMLZPEAQ","Amazon Customer","[[damaged, open, hole]]","Amazon India","R11ESOP0DUAB45","1.0 out of 5 stars","Dear Amazon Customer, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[food-ingredients]","[chicken]","[]","86.19","0","109478","positive","100.0","My cats loves Whiskas Chicken","amzn1.account.AEALKE7IAQRFUPBOLGDC3PPGVD7Q","Amazon Customer","[[loves]]","Amazon India","R11EUH598WMZ2Q","5.0 out of 5 stars","Dear Amazon Customer, We at pedigree are happy to know that the food was liked by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[delivery, price, vfm, delivery]","[delivery, price, price]","[[prompt delivery]]","88.49","0","108815","positive","100.0","Prompt delivery at good price.","amzn1.account.AFU4OUUZG2T6E7D4TI7SB5KGRUKA","Rakesh","[[prompt, good]]","Amazon India","R11FNQL8L4ZSWB","4.0 out of 5 stars","Dear Rakesh, We're happy to know your pet appreciates pedigree. Do continue imparting more pedigree encounters to us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","106474","positive","98.0","Good","amzn1.account.AFA4CDPTWXTWRFOQFJJ7TF2CY5KA","Amazon Customer","[]","Amazon India","R11GRT3HP4GSN2","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","94.87","0","110506","positive","98.0","DOGGYS LOVE IT AND WONT EAT WITHOUT IT","amzn1.account.AGD5WWU3ML3UJE4KY6AUGZ2ULOOA","Amazon Customer","[[love]]","Amazon India","R11H4W1E566RUV","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","47.27","0","110210","positive","98.0","Super","amzn1.account.AFMVCZS4DCXN2JS4WPO7ATFVVOGA","Girishgouda","[]","Amazon India","R11HUHE538K07C","5.0 out of 5 stars","Dear Girishgouda,Thanks, we appreciate your feedback. "
"[dental-health, product-overall, vfm, health]","[gums, dog, buying]","[[healthy]]","60.63","0","112801","positive","100.0","I'm buying this for the third time and my dog loves these sticks. I give one stick every morning. Her gums and teeth have gotten stronger and are healthy","amzn1.account.AHU5BLJI7IKYVW73UY7XFSXNNYRA","Sowmiya. V","[[loves, stronger, healthy]]","Amazon India","R11IO9SH27K5LD","5.0","Dear Sowmiya. V, Cheerful to realize that the item could live upto the your desires! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[packaging, price, product-condition-damaged]","[packet, money]","[[damaged]]","-88.42","0","113394","negative","100.0","don't buy iti have get damaged packet by ratsvery bad and cunning deliverydon't waste your money on it","amzn1.account.AGRHPURPN2V5GV3AUEAWVBJHCNQQ","M VENKATESH","[[damaged, bad, waste]]","Amazon India","R11JE4GL336OVS","1.0","Dear M VENKATESH, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[dog-user-breed, price, product-dimensions, vfm]","[labrador, price, size, size, price]","[]","49.9633333333","0","110686","positive","100.0","The sticks work fine when given on alternate days. The size is too big for my labrador and can do fine with medium sticks. Price is exorbitant for what you get.","amzn1.account.AENFN6YWXZAA77VSHSDB5GWRMQYA","Anonymous101","[[work, fine, big, exorbitant, fine with]]","Amazon India","R11JH67UHVL536","3.0 out of 5 stars","Dear Anonymous101, We're upbeat that you and your dog are satisfied using the product! Appreciate you writing back to us! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
